iter	Passed	Remaining
2987	5049	15228
2988	5050	15226
2989	5052	15224
2990	5053	15221
2991	5055	15219
2992	5056	15217
2993	5058	15214
2994	5059	15212
2995	5061	15210
2996	5062	15208
2997	5064	15206
2998	5066	15205
2999	5067	15203
3000	5069	15200
3001	5070	15198
3002	5072	15196
3003	5073	15193
3004	5075	15191
3005	5076	15188
3006	5077	15186
3007	5079	15185
3008	5081	15183
3009	5082	15181
3010	5084	15178
3011	5085	15176
3012	5087	15173
3013	5088	15171
3014	5090	15169
3015	5091	15166
3016	5093	15164
3017	5094	15162
3018	5096	15161
3019	5098	15159
3020	5099	15157
3021	5101	15154
3022	5102	15152
3023	5104	15150
3024	5105	15148
3025	5107	15146
3026	5108	15143
3027	5110	15141
3028	5112	15140
3029	5113	15138
3030	5115	15136
3031	5116	15133
3032	5117	15131
3033	5119	15129
3034	5121	15128
3035	5123	15126
3036	5124	15124
3037	5126	15123
3038	5128	15121
3039	5129	15118
3040	5131	15116
3041	5132	15114
3042	5134	15112
3043	5135	15109
3044	5137	15107
3045	5138	15105
3046	5139	15102
3047	5142	15102
3048	5143	15100
3049	5145	15097
3050	5146	15095
3051	5147	15092
3052	5149	15090
3053	5150	15088
3054	5152	15086
3055	5153	15083
3056	5155	15081
3057	5156	15079
3058	5158	15078
3059	5160	15076
3060	5161	15073
3061	5163	15071
3062	5164	15068
3063	5166	15066
3064	5167	15064
3065	5168	15061
3066	5170	15059
3067	5171	15056
3068	5174	15056
3069	5175	15055
3070	5177	15052
3071	5178	15050
3072	5180	15048
3073	5181	15045
3074	5183	15043
3075	5184	15041
3076	5185	15038
3077	5187	15036
3078	5189	15036
3079	5191	15035
3080	5192	15032
3081	5194	15030
3082	5195	15028
3083	5197	15025
3084	5198	15023
3085	5200	15021
3086	5201	15018
3087	5203	15016
3088	5205	15015
3089	5206	15014
3090	5208	15013
3091	5210	15011
3092	5212	15009
3093	5213	15007
3094	5214	15004
3095	5216	15002
3096	5217	14999
3097	5219	14998
3098	5221	14997
3099	5223	14995
3100	5224	14992
3101	5225	14990
3102	5227	14988
3103	5228	14985
3104	5230	14983
3105	5231	14980
3106	5233	14979
3107	5236	14982
3108	5238	14980
3109	5239	14978
3110	5241	14975
3111	5242	14973
3112	5244	14971
3113	5245	14968
3114	5247	14966
3115	5249	14965
3116	5251	14965
3117	5253	14964
3118	5254	14962
3119	5256	14961
3120	5258	14959
3121	5259	14957
3122	5261	14955
3123	5263	14953
3124	5264	14952
3125	5266	14951
3126	5268	14949
3127	5270	14948
3128	5271	14945
3129	5273	14944
3130	5274	14941
3131	5276	14940
3132	5278	14938
3133	5279	14936
3134	5281	14935
3135	5283	14933
3136	5284	14930
3137	5286	14928
3138	5287	14926
3139	5289	14923
3140	5290	14921
3141	5292	14919
3142	5293	14918
3143	5295	14916
3144	5297	14916
3145	5299	14914
3146	5301	14912
3147	5302	14910
3148	5303	14908
3149	5305	14905
3150	5307	14903
3151	5308	14901
3152	5309	14899
3153	5311	14896
3154	5313	14897
3155	5315	14895
3156	5316	14892
3157	5318	14890
3158	5319	14888
3159	5321	14885
3160	5322	14883
3161	5324	14881
3162	5325	14879
3163	5327	14877
3164	5329	14876
3165	5330	14874
3166	5332	14872
3167	5333	14870
3168	5335	14867
3169	5336	14865
3170	5338	14863
3171	5339	14861
3172	5341	14858
3173	5342	14857
3174	5344	14856
3175	5346	14854
3176	5347	14851
3177	5349	14849
3178	5350	14847
3179	5352	14845
3180	5353	14843
3181	5355	14840
3182	5356	14838
3183	5359	14838
3184	5360	14836
3185	5362	14834
3186	5363	14832
3187	5365	14831
3188	5367	14830
3189	5369	14829
3190	5371	14827
3191	5372	14825
3192	5374	14824
3193	5376	14823
3194	5378	14823
3195	5380	14821
3196	5382	14820
3197	5384	14819
3198	5386	14817
3199	5387	14815
3200	5389	14815
3201	5391	14814
3202	5393	14811
3203	5394	14809
3204	5396	14808
3205	5397	14806
3206	5399	14804
3207	5400	14801
3208	5402	14799
3209	5403	14797
3210	5405	14796
3211	5407	14795
3212	5409	14794
3213	5411	14792
3214	5412	14790
3215	5414	14788
3216	5416	14787
3217	5417	14785
3218	5419	14783
3219	5421	14783
3220	5423	14782
3221	5425	14780
3222	5426	14778
3223	5428	14776
3224	5429	14773
3225	5431	14771
3226	5432	14769
3227	5434	14767
3228	5436	14766
3229	5438	14765
3230	5439	14763
3231	5457	14806
3232	5459	14804
3233	5460	14802
3234	5462	14800
3235	5464	14798
3236	5465	14796
3237	5468	14796
3238	5469	14795
3239	5471	14794
3240	5473	14791
3241	5474	14789
3242	5476	14787
3243	5477	14785
3244	5479	14783
3245	5480	14781
3246	5483	14781
3247	5485	14779
3248	5486	14778
3249	5488	14777
3250	5490	14775
3251	5491	14773
3252	5493	14771
3253	5495	14769
3254	5496	14767
3255	5498	14766
3256	5500	14765
3257	5502	14763
3258	5503	14760
3259	5504	14758
3260	5506	14756
3261	5507	14754
3262	5509	14752
3263	5511	14750
3264	5513	14749
3265	5515	14749
3266	5517	14747
3267	5518	14746
3268	5520	14744
3269	5522	14742
3270	5523	14740
3271	5525	14738
3272	5527	14737
3273	5529	14737
3274	5531	14736
3275	5533	14735
3276	5535	14733
3277	5537	14732
3278	5538	14731
3279	5540	14729
3280	5541	14727
3281	5543	14726
3282	5546	14726
3283	5547	14724
3284	5549	14723
3285	5551	14722
3286	5553	14720
3287	5554	14718
3288	5556	14716
3289	5557	14714
3290	5559	14713
3291	5561	14711
3292	5563	14710
3293	5581	14751
3294	5582	14749
3295	5584	14747
3296	5586	14745
3297	5587	14743
3298	5589	14741
3299	5591	14740
3300	5592	14738
3301	5594	14736
3302	5595	14734
3303	5597	14732
3304	5599	14730
3305	5600	14728
3306	5602	14726
3307	5603	14723
3308	5604	14721
3309	5606	14719
3310	5608	14718
3311	5610	14716
3312	5611	14713
3313	5612	14711
3314	5614	14709
3315	5615	14706
3316	5617	14704
3317	5618	14701
3318	5620	14699
3319	5622	14698
3320	5623	14697
3321	5625	14695
3322	5626	14692
3323	5628	14690
3324	5629	14688
3325	5631	14685
3326	5632	14683
3327	5634	14681
3328	5635	14679
3329	5637	14678
3330	5639	14676
3331	5640	14674
3332	5642	14671
3333	5643	14669
3334	5645	14667
3335	5646	14665
3336	5648	14662
3337	5649	14660
3338	5651	14658
3339	5652	14656
3340	5654	14655
3341	5656	14653
3342	5657	14650
3343	5659	14648
3344	5660	14646
3345	5661	14643
3346	5663	14641
3347	5664	14639
3348	5666	14637
3349	5668	14635
3350	5669	14633
3351	5671	14631
3352	5672	14628
3353	5674	14626
3354	5675	14624
3355	5677	14622
3356	5678	14619
3357	5679	14617
3358	5681	14615
3359	5682	14613
3360	5684	14612
3361	5686	14610
3362	5687	14608
3363	5689	14605
3364	5690	14603
3365	5692	14601
3366	5693	14598
3367	5695	14596
3368	5696	14594
3369	5698	14591
3370	5700	14591
3371	5702	14589
3372	5703	14587
3373	5705	14585
3374	5706	14583
3375	5708	14581
3376	5709	14578
3377	5710	14576
3378	5712	14574
3379	5714	14572
3380	5716	14572
3381	5718	14571
3382	5719	14569
3383	5721	14567
3384	5722	14564
3385	5724	14562
3386	5725	14560
3387	5727	14558
3388	5728	14556
3389	5730	14555
3390	5732	14553
3391	5734	14551
3392	5735	14550
3393	5737	14549
3394	5739	14547
3395	5740	14545
3396	5742	14543
3397	5743	14540
3398	5745	14539
3399	5747	14537
3400	5748	14535
3401	5750	14533
3402	5751	14530
3403	5753	14528
3404	5754	14526
3405	5756	14523
3406	5757	14521
3407	5759	14519
3408	5761	14518
3409	5762	14516
3410	5764	14514
3411	5765	14512
3412	5767	14510
3413	5768	14507
3414	5770	14505
3415	5771	14503
3416	5773	14501
3417	5774	14498
3418	5775	14496
3419	5777	14495
3420	5779	14493
3421	5780	14490
3422	5782	14488
3423	5783	14486
3424	5785	14484
3425	5786	14481
3426	5788	14479
3427	5789	14477
3428	5791	14475
3429	5793	14474
3430	5794	14472
3431	5796	14469
3432	5797	14467
3433	5799	14465
3434	5800	14463
3435	5802	14461
3436	5803	14459
3437	5804	14456
3438	5806	14454
3439	5808	14453
3440	5810	14451
3441	5811	14449
3442	5812	14447
3443	5814	14444
3444	5815	14442
3445	5817	14440
3446	5818	14438
3447	5820	14435
3448	5821	14433
3449	5823	14432
3450	5825	14430
3451	5826	14428
3452	5828	14426
3453	5829	14424
3454	5831	14422
3455	5832	14420
3456	5834	14417
3457	5835	14415
3458	5837	14413
3459	5839	14412
3460	5840	14410
3461	5842	14408
3462	5843	14406
3463	5845	14404
3464	5846	14402
3465	5848	14399
3466	5849	14397
3467	5851	14395
3468	5852	14392
3469	5854	14392
3470	5856	14390
3471	5857	14387
3472	5859	14385
3473	5860	14383
3474	5862	14381
3475	5864	14380
3476	5865	14378
3477	5867	14375
3478	5868	14373
3479	5870	14373
3480	5872	14371
3481	5873	14369
3482	5875	14367
3483	5876	14365
3484	5878	14363
3485	5880	14361
3486	5881	14359
3487	5883	14356
3488	5886	14358
3489	5887	14356
3490	5889	14354
3491	5890	14352
3492	5892	14350
3493	5893	14348
3494	5895	14346
3495	5897	14344
3496	5898	14343
3497	5900	14342
3498	5902	14341
3499	5904	14339
3500	5906	14338
3501	5908	14337
3502	5909	14335
3503	5911	14333
3504	5913	14331
3505	5914	14329
3506	5916	14328
3507	5918	14326
3508	5919	14324
3509	5921	14322
3510	5922	14320
3511	5924	14318
3512	5925	14316
3513	5927	14314
3514	5929	14312
3515	5931	14311
3516	5933	14311
3517	5935	14310
3518	5936	14308
3519	5938	14306
3520	5940	14304
3521	5941	14302
3522	5943	14300
3523	5944	14298
3524	5947	14298
3525	5949	14297
3526	5951	14296
3527	5952	14294
3528	5954	14292
3529	5955	14290
3530	5957	14287
3531	5958	14286
3532	5960	14284
3533	5962	14284
3534	5964	14283
3535	5966	14281
3536	5967	14278
3537	5968	14276
3538	5970	14274
3539	5972	14272
3540	5973	14270
3541	5975	14268
3542	5977	14267
3543	5979	14266
3544	5981	14266
3545	5982	14263
3546	5984	14262
3547	5986	14260
3548	5987	14257
3549	5989	14255
3550	5990	14253
3551	5992	14253
3552	5994	14252
3553	5997	14251
3554	5998	14249
3555	6000	14247
3556	6001	14245
3557	6003	14243
3558	6004	14241
3559	6006	14239
3560	6008	14238
3561	6009	14236
3562	6011	14234
3563	6012	14232
3564	6014	14230
3565	6015	14228
3566	6017	14226
3567	6018	14224
3568	6020	14222
3569	6022	14220
3570	6024	14219
3571	6026	14218
3572	6027	14217
3573	6029	14216
3574	6031	14214
3575	6032	14211
3576	6034	14209
3577	6036	14207
3578	6037	14205
3579	6039	14204
3580	6041	14202
3581	6043	14202
3582	6045	14200
3583	6046	14198
3584	6048	14196
3585	6049	14195
3586	6051	14193
3587	6053	14191
3588	6054	14190
3589	6057	14189
3590	6059	14188
3591	6061	14188
3592	6063	14186
3593	6064	14184
3594	6066	14182
3595	6067	14180
3596	6070	14180
3597	6071	14178
3598	6073	14176
3599	6075	14175
3600	6077	14175
3601	6079	14173
3602	6081	14172
3603	6082	14170
3604	6084	14169
3605	6086	14167
3606	6087	14165
3607	6089	14163
3608	6090	14161
3609	6092	14159
3610	6094	14157
3611	6095	14155
3612	6097	14153
3613	6098	14151
3614	6101	14151
3615	6103	14150
3616	6105	14150
3617	6106	14148
3618	6108	14146
3619	6110	14144
3620	6111	14142
3621	6113	14140
3622	6114	14138
3623	6116	14137
3624	6118	14136
3625	6120	14135
3626	6122	14133
3627	6123	14131
3628	6125	14129
3629	6126	14127
3630	6128	14125
3631	6130	14124
3632	6132	14123
3633	6134	14121
3634	6136	14120
3635	6137	14118
3636	6139	14117
3637	6141	14115
3638	6142	14112
3639	6143	14110
3640	6146	14110
3641	6147	14108
3642	6149	14106
3643	6151	14105
3644	6152	14103
3645	6154	14101
3646	6155	14099
3647	6157	14097
3648	6159	14095
3649	6161	14095
3650	6163	14094
3651	6165	14094
3652	6167	14092
3653	6169	14091
3654	6171	14089
3655	6172	14087
3656	6174	14085
3657	6176	14085
3658	6178	14084
3659	6180	14083
3660	6182	14081
3661	6183	14079
3662	6185	14078
3663	6187	14076
3664	6188	14074
3665	6190	14073
3666	6192	14072
3667	6194	14071
3668	6196	14069
3669	6197	14067
3670	6199	14066
3671	6201	14063
3672	6202	14061
3673	6204	14059
3674	6206	14059
3675	6208	14058
3676	6209	14056
3677	6211	14053
3678	6212	14052
3679	6214	14050
3680	6216	14048
3681	6217	14046
3682	6219	14044
3683	6220	14042
3684	6222	14040
3685	6223	14038
3686	6225	14036
3687	6226	14034
3688	6228	14031
3689	6229	14029
3690	6231	14028
3691	6233	14026
3692	6234	14024
3693	6236	14022
3694	6238	14021
3695	6239	14019
3696	6241	14018
3697	6243	14016
3698	6245	14016
3699	6247	14014
3700	6248	14012
3701	6250	14009
3702	6251	14007
3703	6253	14006
3704	6255	14005
3705	6257	14003
3706	6258	14001
3707	6260	13999
3708	6261	13997
3709	6263	13995
3710	6264	13993
3711	6266	13991
3712	6268	13990
3713	6269	13988
3714	6271	13986
3715	6272	13983
3716	6274	13981
3717	6275	13979
3718	6277	13977
3719	6278	13975
3720	6280	13973
3721	6281	13971
3722	6283	13969
3723	6285	13968
3724	6286	13966
3725	6288	13964
3726	6289	13962
3727	6291	13959
3728	6292	13957
3729	6294	13955
3730	6295	13953
3731	6297	13951
3732	6299	13949
3733	6301	13948
3734	6302	13946
3735	6304	13944
3736	6305	13942
3737	6307	13940
3738	6308	13938
3739	6310	13936
3740	6311	13934
3741	6313	13931
3742	6314	13930
3743	6316	13928
3744	6318	13926
3745	6319	13924
3746	6321	13922
3747	6322	13920
3748	6324	13918
3749	6325	13915
3750	6326	13913
3751	6328	13911
3752	6330	13910
3753	6332	13908
3754	6333	13907
3755	6335	13905
3756	6336	13903
3757	6338	13901
3758	6339	13898
3759	6341	13896
3760	6342	13894
3761	6344	13892
3762	6346	13891
3763	6347	13889
3764	6349	13887
3765	6350	13885
3766	6352	13883
3767	6353	13881
3768	6355	13878
3769	6356	13876
3770	6358	13874
3771	6359	13872
3772	6361	13872
3773	6363	13870
3774	6365	13868
3775	6366	13866
3776	6368	13864
3777	6369	13862
3778	6371	13860
3779	6372	13857
3780	6374	13856
3781	6376	13854
3782	6378	13855
3783	6380	13853
3784	6381	13851
3785	6383	13849
3786	6384	13847
3787	6386	13844
3788	6387	13842
3789	6389	13840
3790	6390	13838
3791	6392	13837
3792	6394	13835
3793	6395	13833
3794	6397	13831
3795	6398	13829
3796	6400	13827
3797	6402	13826
3798	6404	13824
3799	6405	13822
3800	6407	13821
3801	6409	13819
3802	6410	13818
3803	6412	13817
3804	6415	13816
3805	6416	13814
3806	6418	13812
3807	6419	13810
3808	6421	13808
3809	6423	13807
3810	6424	13805
3811	6426	13803
3812	6428	13802
3813	6429	13799
3814	6431	13797
3815	6432	13795
3816	6434	13793
3817	6435	13791
3818	6437	13789
3819	6438	13788
3820	6440	13786
3821	6442	13784
3822	6444	13783
3823	6445	13781
3824	6446	13778
3825	6448	13776
3826	6449	13774
3827	6451	13772
3828	6453	13771
3829	6455	13770
3830	6457	13768
3831	6458	13767
3832	6460	13765
3833	6461	13763
3834	6463	13761
3835	6465	13759
3836	6466	13757
3837	6468	13755
3838	6470	13754
3839	6472	13753
3840	6473	13750
3841	6475	13748
3842	6476	13746
3843	6478	13744
3844	6479	13743
3845	6481	13741
3846	6483	13739
3847	6485	13738
3848	6487	13737
3849	6488	13736
3850	6490	13734
3851	6492	13732
3852	6493	13730
3853	6495	13728
3854	6496	13726
3855	6498	13725
3856	6500	13724
3857	6502	13722
3858	6504	13721
3859	6505	13718
3860	6507	13716
3861	6508	13715
3862	6510	13713
3863	6511	13710
3864	6513	13708
3865	6515	13708
3866	6517	13706
3867	6519	13705
3868	6520	13704
3869	6522	13702
3870	6523	13700
3871	6525	13698
3872	6526	13696
3873	6528	13693
3874	6530	13693
3875	6532	13691
3876	6534	13690
3877	6535	13688
3878	6537	13686
3879	6538	13684
3880	6540	13682
3881	6542	13680
3882	6543	13678
3883	6546	13678
3884	6548	13678
3885	6550	13676
3886	6551	13674
3887	6553	13672
3888	6554	13671
3889	6556	13668
3890	6557	13666
3891	6559	13664
3892	6562	13665
3893	6563	13663
3894	6565	13661
3895	6567	13660
3896	6568	13658
3897	6570	13656
3898	6571	13653
3899	6573	13652
3900	6574	13650
3901	6577	13651
3902	6579	13650
3903	6581	13648
3904	6583	13647
3905	6585	13645
3906	6586	13643
3907	6588	13641
3908	6589	13639
3909	6599	13654
3910	6600	13652
3911	6602	13650
3912	6603	13648
3913	6605	13646
3914	6607	13645
3915	6609	13644
3916	6611	13642
3917	6612	13640
3918	6614	13638
3919	6615	13636
3920	6617	13634
3921	6618	13632
3922	6620	13630
3923	6621	13627
3924	6623	13627
3925	6625	13625
3926	6626	13623
3927	6628	13621
3928	6630	13619
3929	6631	13618
3930	6633	13616
3931	6634	13614
3932	6636	13611
3933	6638	13611
3934	6640	13609
3935	6641	13607
3936	6643	13605
3937	6644	13603
3938	6646	13601
3939	6647	13599
3940	6649	13597
3941	6650	13594
3942	6652	13592
3943	6662	13608
3944	6664	13606
3945	6665	13604
3946	6666	13602
3947	6668	13600
3948	6670	13599
3949	6672	13598
3950	6674	13596
3951	6675	13594
3952	6677	13592
3953	6678	13590
3954	6680	13588
3955	6681	13586
3956	6683	13584
3957	6685	13583
3958	6686	13581
3959	6688	13579
3960	6689	13577
3961	6691	13574
3962	6692	13572
3963	6693	13570
3964	6695	13568
3965	6696	13565
3966	6698	13563
3967	6699	13561
3968	6702	13561
3969	6703	13559
3970	6705	13557
3971	6706	13554
3972	6707	13552
3973	6709	13550
3974	6710	13547
3975	6712	13545
3976	6713	13543
3977	6714	13541
3978	6716	13540
3979	6718	13538
3980	6719	13536
3981	6721	13533
3982	6722	13531
3983	6724	13529
3984	6725	13526
3985	6726	13524
3986	6728	13522
3987	6729	13520
3988	6731	13518
3989	6733	13516
3990	6734	13514
3991	6735	13512
3992	6737	13510
3993	6738	13507
3994	6740	13505
3995	6741	13503
3996	6743	13501
3997	6744	13499
3998	6745	13496
3999	6747	13495
4000	6749	13494
4001	6751	13493
4002	6753	13491
4003	6754	13489
4004	6756	13486
4005	6757	13484
4006	6758	13482
4007	6760	13480
4008	6762	13478
4009	6763	13476
4010	6765	13475
4011	6767	13473
4012	6768	13472
4013	6771	13471
4014	6772	13469
4015	6774	13467
4016	6775	13465
4017	6776	13462
4018	6778	13461
4019	6780	13459
4020	6781	13457
4021	6783	13455
4022	6784	13453
4023	6786	13451
4024	6787	13449
4025	6789	13447
4026	6790	13445
4027	6792	13443
4028	6794	13441
4029	6795	13439
4030	6797	13437
4031	6798	13435
4032	6800	13433
4033	6801	13431
4034	6803	13429
4035	6804	13427
4036	6806	13425
4037	6807	13423
4038	6809	13422
4039	6811	13420
4040	6812	13418
4041	6814	13416
4042	6815	13414
4043	6817	13412
4044	6818	13410
4045	6820	13408
4046	6821	13405
4047	6823	13404
4048	6825	13402
4049	6826	13400
4050	6828	13398
4051	6829	13396
4052	6831	13394
4053	6832	13392
4054	6833	13389
4055	6835	13387
4056	6836	13385
4057	6838	13383
4058	6840	13382
4059	6841	13380
4060	6843	13378
4061	6845	13376
4062	6846	13374
4063	6847	13372
4064	6849	13370
4065	6851	13368
4066	6852	13366
4067	6853	13364
4068	6855	13363
4069	6857	13361
4070	6859	13359
4071	6860	13357
4072	6862	13355
4073	6863	13353
4074	6865	13351
4075	6866	13349
4076	6868	13347
4077	6870	13346
4078	6871	13344
4079	6873	13342
4080	6874	13340
4081	6876	13338
4082	6877	13336
4083	6879	13334
4084	6880	13332
4085	6882	13330
4086	6883	13327
4087	6885	13326
4088	6887	13325
4089	6888	13323
4090	6890	13321
4091	6891	13319
4092	6893	13317
4093	6894	13314
4094	6896	13312
4095	6897	13310
4096	6899	13308
4097	6901	13307
4098	6903	13305
4099	6904	13303
4100	6906	13301
4101	6907	13299
4102	6909	13297
4103	6910	13295
4104	6911	13293
4105	6913	13291
4106	6914	13289
4107	6917	13288
4108	6918	13286
4109	6920	13284
4110	6921	13282
4111	6923	13280
4112	6925	13280
4113	6927	13279
4114	6929	13277
4115	6930	13275
4116	6932	13273
4117	6934	13272
4118	6935	13270
4119	6938	13269
4120	6939	13267
4121	6940	13265
4122	6942	13263
4123	6943	13261
4124	6945	13259
4125	6947	13257
4126	6949	13256
4127	6950	13254
4128	6951	13252
4129	6953	13250
4130	6954	13248
4131	6956	13245
4132	6957	13243
4133	6959	13241
4134	6960	13239
4135	6962	13237
4136	6963	13235
4137	6965	13233
4138	6966	13231
4139	6968	13229
4140	6970	13228
4141	6971	13225
4142	6972	13223
4143	6974	13221
4144	6975	13219
4145	6977	13218
4146	6979	13216
4147	6980	13214
4148	6982	13212
4149	6983	13210
4150	6985	13207
4151	6986	13205
4152	6987	13203
4153	6989	13201
4154	6990	13199
4155	6992	13197
4156	6993	13195
4157	6995	13193
4158	6996	13191
4159	6998	13189
4160	6999	13186
4161	7001	13184
4162	7002	13182
4163	7003	13180
4164	7005	13178
4165	7006	13175
4166	7009	13175
4167	7010	13173
4168	7012	13171
4169	7013	13169
4170	7014	13167
4171	7016	13165
4172	7017	13162
4173	7019	13160
4174	7020	13158
4175	7022	13156
4176	7023	13154
4177	7025	13153
4178	7027	13151
4179	7028	13149
4180	7030	13147
4181	7031	13144
4182	7032	13142
4183	7034	13140
4184	7035	13138
4185	7037	13136
4186	7039	13135
4187	7041	13133
4188	7042	13131
4189	7044	13129
4190	7045	13127
4191	7046	13125
4192	7048	13123
4193	7049	13121
4194	7051	13119
4195	7052	13117
4196	7054	13115
4197	7056	13113
4198	7057	13111
4199	7058	13109
4200	7060	13107
4201	7061	13105
4202	7063	13103
4203	7064	13101
4204	7066	13098
4205	7067	13097
4206	7069	13094
4207	7071	13093
4208	7072	13091
4209	7074	13089
4210	7075	13087
4211	7076	13085
4212	7078	13083
4213	7079	13081
4214	7081	13078
4215	7082	13077
4216	7084	13075
4217	7086	13074
4218	7088	13072
4219	7089	13070
4220	7091	13069
4221	7093	13067
4222	7094	13065
4223	7096	13063
4224	7098	13062
4225	7102	13065
4226	7104	13063
4227	7106	13062
4228	7107	13061
4229	7109	13060
4230	7111	13058
4231	7113	13056
4232	7114	13054
4233	7117	13054
4234	7119	13053
4235	7120	13051
4236	7122	13049
4237	7124	13048
4238	7125	13046
4239	7127	13044
4240	7128	13042
4241	7130	13040
4242	7132	13039
4243	7133	13037
4244	7135	13035
4245	7136	13033
4246	7138	13030
4247	7139	13028
4248	7141	13026
4249	7142	13025
4250	7144	13023
4251	7145	13021
4252	7147	13020
4253	7149	13018
4254	7150	13016
4255	7152	13013
4256	7153	13011
4257	7155	13009
4258	7156	13007
4259	7158	13005
4260	7159	13003
4261	7160	13001
4262	7162	12999
4263	7164	12997
4264	7165	12995
4265	7167	12993
4266	7168	12991
4267	7170	12989
4268	7171	12987
4269	7173	12985
4270	7174	12983
4271	7176	12981
4272	7177	12979
4273	7179	12978
4274	7181	12976
4275	7182	12974
4276	7184	12972
4277	7185	12970
4278	7186	12968
4279	7188	12966
4280	7189	12963
4281	7191	12961
4282	7192	12959
4283	7194	12958
4284	7196	12956
4285	7197	12954
4286	7199	12952
4287	7200	12950
4288	7202	12948
4289	7203	12946
4290	7204	12944
4291	7206	12941
4292	7207	12939
4293	7209	12938
4294	7211	12936
4295	7212	12934
4296	7214	12932
4297	7215	12930
4298	7217	12928
4299	7218	12926
4300	7220	12924
4301	7221	12922
4302	7223	12920
4303	7225	12919
4304	7226	12917
4305	7228	12916
4306	7229	12913
4307	7231	12911
4308	7232	12909
4309	7234	12907
4310	7235	12905
4311	7237	12903
4312	7238	12901
4313	7240	12900
4314	7242	12898
4315	7243	12896
4316	7245	12894
4317	7246	12892
4318	7248	12890
4319	7249	12887
4320	7250	12885
4321	7252	12883
4322	7253	12881
4323	7255	12879
4324	7257	12878
4325	7258	12876
4326	7260	12874
4327	7261	12872
4328	7263	12870
4329	7264	12868
4330	7266	12866
4331	7267	12864
4332	7269	12862
4333	7272	12862
4334	7273	12861
4335	7275	12859
4336	7276	12857
4337	7278	12855
4338	7279	12853
4339	7281	12851
4340	7282	12849
4341	7284	12847
4342	7285	12845
4343	7287	12844
4344	7289	12843
4345	7291	12842
4346	7293	12840
4347	7295	12838
4348	7296	12836
4349	7298	12834
4350	7299	12832
4351	7300	12830
4352	7302	12829
4353	7304	12827
4354	7306	12825
4355	7307	12823
4356	7309	12821
4357	7310	12819
4358	7312	12817
4359	7313	12815
4360	7315	12813
4361	7316	12811
4362	7318	12811
4363	7320	12808
4364	7321	12806
4365	7323	12804
4366	7324	12802
4367	7326	12800
4368	7327	12798
4369	7329	12796
4370	7330	12794
4371	7332	12792
4372	7334	12791
4373	7335	12789
4374	7337	12787
4375	7338	12785
4376	7340	12783
4377	7341	12781
4378	7343	12779
4379	7344	12777
4380	7346	12775
4381	7347	12773
4382	7349	12773
4383	7351	12771
4384	7352	12769
4385	7354	12767
4386	7356	12765
4387	7357	12763
4388	7359	12761
4389	7360	12759
4390	7362	12757
4391	7363	12756
4392	7365	12754
4393	7367	12752
4394	7368	12750
4395	7370	12748
4396	7371	12746
4397	7373	12744
4398	7374	12742
4399	7376	12740
4400	7377	12738
4401	7379	12737
4402	7381	12735
4403	7382	12734
4404	7384	12732
4405	7385	12729
4406	7387	12727
4407	7389	12726
4408	7390	12724
4409	7391	12722
4410	7393	12719
4411	7394	12718
4412	7396	12716
4413	7398	12715
4414	7399	12713
4415	7401	12711
4416	7403	12709
4417	7404	12707
4418	7406	12705
4419	7407	12703
4420	7409	12701
4421	7411	12701
4422	7412	12699
4423	7414	12697
4424	7416	12695
4425	7417	12693
4426	7419	12691
4427	7420	12689
4428	7422	12687
4429	7423	12685
4430	7424	12683
4431	7426	12682
4432	7428	12680
4433	7430	12678
4434	7431	12676
4435	7433	12675
4436	7435	12674
4437	7437	12672
4438	7439	12671
4439	7441	12670
4440	7443	12669
4441	7445	12667
4442	7446	12666
4443	7448	12664
4444	7449	12662
4445	7451	12660
4446	7452	12658
4447	7454	12656
4448	7455	12654
4449	7457	12653
4450	7459	12652
4451	7461	12650
4452	7463	12649
4453	7465	12647
4454	7466	12645
4455	7468	12643
4456	7469	12642
4457	7472	12641
4458	7473	12639
4459	7475	12637
4460	7476	12635
4461	7478	12634
4462	7480	12632
4463	7481	12630
4464	7483	12628
4465	7484	12626
4466	7486	12624
4467	7488	12623
4468	7489	12621
4469	7491	12619
4470	7492	12617
4471	7494	12615
4472	7495	12613
4473	7497	12611
4474	7498	12609
4475	7500	12607
4476	7501	12605
4477	7503	12604
4478	7505	12603
4479	7507	12601
4480	7508	12598
4481	7509	12596
4482	7511	12595
4483	7512	12593
4484	7514	12591
4485	7515	12589
4486	7517	12588
4487	7519	12586
4488	7521	12584
4489	7523	12583
4490	7524	12581
4491	7526	12579
4492	7527	12577
4493	7528	12575
4494	7530	12573
4495	7532	12571
4496	7534	12570
4497	7536	12569
4498	7538	12568
4499	7540	12567
4500	7542	12566
4501	7543	12564
4502	7545	12562
4503	7546	12560
4504	7548	12558
4505	7550	12557
4506	7552	12556
4507	7553	12553
4508	7555	12551
4509	7557	12550
4510	7558	12548
4511	7560	12546
4512	7561	12544
4513	7563	12542
4514	7565	12541
4515	7567	12540
4516	7568	12538
4517	7570	12536
4518	7571	12534
4519	7572	12532
4520	7574	12530
4521	7576	12528
4522	7577	12526
4523	7579	12524
4524	7598	12551
4525	7600	12550
4526	7601	12548
4527	7603	12546
4528	7604	12544
4529	7606	12542
4530	7607	12540
4531	7608	12538
4532	7610	12536
4533	7612	12535
4534	7614	12533
4535	7615	12531
4536	7617	12529
4537	7618	12527
4538	7620	12526
4539	7622	12524
4540	7623	12522
